centre_code,centre_name,license_issue_date,license_tenure
PT9177,MINDCHAMPS PRESCHOOL @ HOLLAND V PTE. LTD.,2023-09-01,36
PT8704,MINDCHAMPS PRESCHOOL @ JTC SUMMIT PTE. LTD.,2024-11-03,36
PT8910,MINDCHAMPS PRESCHOOL @ JURONG WEST PTE. LTD.,2024-01-04,36
PT8727,MINDCHAMPS PRESCHOOL @ MBC PTE. LTD.,2025-02-01,36
PT9505,MINDCHAMPS PRESCHOOL @ NORDCOM II PTE. LIMITED,2023-12-06,36
PT8730,MINDCHAMPS PRESCHOOL @ PARAGON PTE. LIMITED,2024-02-18,36
PT9907,MindChamps PreSchool @ Pasir Ris,2025-08-01,24
PT9259,MindChamps PreSchool @ Punggol Digital District,2024-05-09,36
PT8992,MINDCHAMPS PRESCHOOL @ RIVER VALLEY PTE. LTD.,2024-12-12,36
PT9858,MindChamps PreSchool @ Sengkang Pte Ltd,2026-03-20,24
PT8908,MINDCHAMPS PRESCHOOL @ SERANGOON PTE. LIMITED,2025-12-29,36
PT9419,Mindchamps Preschool @ Stevens Pte. Ltd.,2025-12-26,36
PT8609,MINDCHAMPS PRESCHOOL @ TAMPINES CENTRAL 6 PTE. LTD.,2024-08-15,36
PT9760,Mindchamps Preschool @ Temasek Club Pte Ltd,2025-11-02,36
PT8524,MINDCHAMPS PRESCHOOL @ TPY PTE. LIMITED,2025-04-21,36
PT9175,MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,2023-09-02,36
PT8962,MindChamps PreSchool @ Woodlands,2024-07-09,36
PT9043,MINDCHAMPS PRESCHOOL @ YIO CHU KANG PTE. LTD.,2025-05-15,36
PT9188,MINDCHAMPS PRESCHOOL @ YISHUN PTE. LTD.,2023-10-01,36
PT8958,MINDCHAMPS PRESCHOOL @ ZHONGSHAN PARK PTE. LTD.,2024-07-01,36
PT9130,MINDCHAMPS PRESCHOOL @JUNCTION 10 PTE LIMITED,2026-04-23,36
PT9469,MINDCHAMPS PRESCHOOL@BOON KENG PTE LTD,2026-07-09,36
PT9464,MINDCHAMPS PRESCHOOL@FUSION PTE LTD,2026-06-25,36
PT9410,MINDCHAMPS PRESCHOOL@ONE RAFFLES PLACE PTE.LTD,2025-12-01,36
PT9253,MINDCHAMPS PS @ BUANGKOK PTE.LIMITED,2024-04-20,36
PT8375,MLC (BEDOK RESERVOIR) PTE. LTD.,2025-02-01,36
PT9134,MLC (PASIR RIS) PTE. LTD,2026-05-01,36
PT9137,MLC (SEMBAWANG) PTE. LTD.,2026-05-01,36
PT9135,MLC (YISHUN) PTE. LTD.,2026-05-01,36
PT9481,MLK EDUCATION PTE. LTD.,2023-08-14,36
PT9885,MMI HOLLAND GROVE PTE LTD,2025-02-05,24
PT4910,MONTESSORI @ GRACELAND PTE LTD,2025-10-01,36
PT9649,Montessori Children's House,2024-02-06,36
RC1150,MORIAH CHILD CARE AND DEVELOPMENT CENTRE,2024-03-09,36
PT9831,MOSAIC PRESCHOOL EUNOS,2025-05-16,36
PT8437,Mosaic Preschool Siglap Pte Ltd,2025-01-11,36
RC1876,Muhammadiyah Kindergarten,2024-03-05,36
RC1811,Mujahidin Mosque Kindergarten,2023-09-12,36
PT9788,MULBERRY LEARNING  CENTRE @ SIXTH AVENUE PTE. LTD.,2026-04-07,36
PT9412,Mulberry Learning @ Bedok,2025-12-01,36
PT9805,MULBERRY LEARNING @ BUKIT BATOK,2024-08-26,24
PT9955,Mulberry Learning @ Lucky Heights,2026-07-10,12
PT1230,Mulberry Learning @ Somerset,2024-06-01,36
PT9952,MULBERRY LEARNING @ TENGAH,2026-06-01,12
PT9122,MULBERRY LEARNING @ WOODLANDS PTE. LTD.,2026-03-30,36
PT9838,Mulberry Learning Centre @ ATP Pte Ltd,2025-07-08,24
PT9929,Mulberry Learning Centre @ Bishan,2025-08-08,12
PT9884,Mulberry Learning Centre @ Clarke Quay Pte Ltd,2025-02-01,24
PT9825,Mulberry Learning Centre @ Dover Pte. Ltd.,2025-03-01,24
PT6370,MULBERRY LEARNING CENTRE @ EAST COAST PTE. LTD.,2025-03-03,36
PT8456,Mulberry Learning Centre @ Kovan Pte Ltd,2025-10-01,24
PT9945,Mulberry Learning Centre @ Lentor Pte.Ltd.,2026-04-01,12
PT9383,Mulberry Learning Centre @ OUE Pte Ltd,2025-08-01,36
PT9883,Mulberry Learning Centre @ Tai Seng Pte.Ltd.,2025-01-30,24
PT9162,MULBERRY LEARNING CENTRE @ TOA PAYOH PTE. LTD.,2026-07-09,36
PT9196,MULBERRY LEARNING CENTRE ALEXANDRA PTE LTD,2026-03-20,36
PT9267,MULBERRY LEARNING CENTRE CENTRAL PTE LTD,2024-06-11,36
PT9817,Mulberry Learning Centre International Pte Ltd,2026-01-03,12
PT8706,MULBERRY LEARNING CENTRE INTERNATIONAL PTE. LTD.,2024-07-02,36
PT9740,MULBERRY LEARNING CENTRE@FUSIONOPOLIS PTE. LTD.,2025-02-18,36
PT8749,MULBERRY LEARNING CENTRE@TANJONG PAGAR PTE. LTD,2025-11-10,12
NC0001,MY FIRST SKOOL,2024-10-01,36
NC0002,MY FIRST SKOOL,2023-09-28,36
NT0010,MY FIRST SKOOL,2025-03-15,36
NT0020,MY FIRST SKOOL,2024-09-15,36
NT0030,MY FIRST SKOOL,2025-09-15,36
NT0060,MY FIRST SKOOL,2025-09-01,36
NT0070,MY FIRST SKOOL,2024-06-15,36
NT0090,MY FIRST SKOOL,2024-07-22,36
NT0110,MY FIRST SKOOL,2024-01-18,36
NT0180,MY FIRST SKOOL,2024-03-01,36
NT0190,MY FIRST SKOOL,2025-09-15,36
NT0200,MY FIRST SKOOL,2024-08-01,36
NT0210,MY FIRST SKOOL,2024-10-01,36
NT0220,MY FIRST SKOOL,2025-06-02,36
NT0230,MY FIRST SKOOL,2025-08-10,36
NT0240,MY FIRST SKOOL,2025-07-11,36
NT0250,MY FIRST SKOOL,2024-04-01,36
NT0270,MY FIRST SKOOL,2024-07-02,36
NT0280,MY FIRST SKOOL,2025-09-04,36
NT0290,MY FIRST SKOOL,2024-09-25,36
NT0300,MY FIRST SKOOL,2024-05-18,36
NT0310,MY FIRST SKOOL,2024-02-04,36
NT0320,MY FIRST SKOOL,2025-06-01,36
NT0330,MY FIRST SKOOL,2025-01-03,36
NT0340,MY FIRST SKOOL,2024-07-03,36
NT0350,MY FIRST SKOOL,2025-12-01,36
NT0360,MY FIRST SKOOL,2024-02-01,36
NT0370,MY FIRST SKOOL,2024-02-01,36
NT0390,MY FIRST SKOOL,2024-08-15,36
NT0400,MY FIRST SKOOL,2024-01-02,36
NT0410,MY FIRST SKOOL,2025-01-02,36
NT0430,MY FIRST SKOOL,2025-09-16,36
NT0440,MY FIRST SKOOL,2024-01-02,36
NT0450,MY FIRST SKOOL,2025-01-02,36
NT0460,MY FIRST SKOOL,2025-01-15,36
NT0470,MY FIRST SKOOL,2024-02-01,36
NT0471,MY FIRST SKOOL,2024-09-05,36
NT0472,MY FIRST SKOOL,2024-12-08,36
NT0473,MY FIRST SKOOL,2024-11-01,36
NT0474,MY FIRST SKOOL,2024-08-25,36
NT0476,MY FIRST SKOOL,2024-05-28,36
NT0477,MY FIRST SKOOL,2024-06-01,36
NT0478,MY FIRST SKOOL,2024-12-14,36
NT0479,MY FIRST SKOOL,2025-01-01,36
NT0480,MY FIRST SKOOL,2025-01-04,36
NT0481,MY FIRST SKOOL,2025-01-04,36
NT0482,MY FIRST SKOOL,2025-01-11,36
NT0483,MY FIRST SKOOL,2025-01-18,36
NT0484,MY FIRST SKOOL,2025-01-18,36
NT0485,MY FIRST SKOOL,2025-02-01,36
NT0487,MY FIRST SKOOL,2025-02-01,36
NT0488,MY FIRST SKOOL,2025-08-21,36
NT0489,MY FIRST SKOOL,2025-09-10,36
NT0490,MY FIRST SKOOL,2025-10-01,36
NT0492,MY FIRST SKOOL,2025-10-01,36
NT0493,MY FIRST SKOOL,2025-11-01,36
NT0494,MY FIRST SKOOL,2025-11-01,36
NT0495,MY FIRST SKOOL,2025-11-01,36
NT0496,MY FIRST SKOOL,2025-11-01,36
NT0497,MY FIRST SKOOL,2025-12-01,36
NT0498,MY FIRST SKOOL,2025-11-11,36
NT0499,MY FIRST SKOOL,2025-12-01,36
NT0500,MY FIRST SKOOL,2025-07-03,36
NT0501,MY FIRST SKOOL,2024-01-03,36
NT0502,MY FIRST SKOOL,2024-01-03,36
NT0503,MY FIRST SKOOL,2024-01-03,36
NT0504,MY FIRST SKOOL,2024-01-03,36
NT0505,MY FIRST SKOOL,2025-01-09,36
NT0506,MY FIRST SKOOL,2024-02-01,36
NT0507,MY FIRST SKOOL,2024-01-17,36
NT0508,MY FIRST SKOOL,2024-02-01,36
NT0509,MY FIRST SKOOL,2024-02-01,36
NT0510,MY FIRST SKOOL,2024-06-01,36
NT0511,MY FIRST SKOOL,2024-05-03,36
NT0513,MY FIRST SKOOL,2024-04-24,36
NT0515,MY FIRST SKOOL,2024-08-01,36
NT0516,MY FIRST SKOOL,2024-10-01,36
NT0517,MY FIRST SKOOL,2024-10-01,36
NT0518,MY FIRST SKOOL,2024-11-01,36
NT0519,MY FIRST SKOOL,2024-11-01,36
NT0520,MY FIRST SKOOL,2024-12-01,36
NT0521,MY FIRST SKOOL,2024-11-15,36
NT0524,MY FIRST SKOOL,2024-01-18,36
NT0526,MY FIRST SKOOL,2025-05-02,36
NT0527,MY FIRST SKOOL,2025-06-01,36
NT0528,MY FIRST SKOOL,2025-06-18,36
NT0530,MY FIRST SKOOL,2025-11-01,36
NT0531,MY FIRST SKOOL,2025-11-01,36
NT0532,MY FIRST SKOOL,2024-10-26,36
NT0533,MY FIRST SKOOL,2024-01-02,36
NT0534,MY FIRST SKOOL,2024-01-02,36
NT0535,MY FIRST SKOOL,2024-02-01,36
NT0536,MY FIRST SKOOL,2024-03-01,36
NT0537,MY FIRST SKOOL,2024-05-01,36
NT0538,MY FIRST SKOOL,2024-10-07,36
NT0539,MY FIRST SKOOL,2024-07-01,36
NT0540,MY FIRST SKOOL,2024-07-01,36
NT0541,MY FIRST SKOOL,2024-12-01,36
NT0542,MY FIRST SKOOL,2024-12-01,36
NT0543,MY FIRST SKOOL,2024-12-16,36
NT0544,MY FIRST SKOOL,2025-01-02,36
NT0545,MY FIRST SKOOL,2024-12-23,36
NT0546,MY FIRST SKOOL,2024-12-31,36
NT0547,MY FIRST SKOOL,2025-04-01,36
NT0548,MY FIRST SKOOL,2025-05-02,36
NT0549,MY FIRST SKOOL,2025-08-01,36
NT0550,MY FIRST SKOOL,2025-02-01,36
NT0551,MY FIRST SKOOL,2025-08-06,36
NT0552,MY FIRST SKOOL,2025-09-15,36
NT0553,MY FIRST SKOOL,2025-12-01,36
NT0554,MY FIRST SKOOL,2025-12-15,36
NT0555,MY FIRST SKOOL,2026-01-02,36
NT0556,MY FIRST SKOOL,2026-01-15,36
NT0557,MY FIRST SKOOL,2026-03-01,36
NT0558,MY FIRST SKOOL,2026-04-01,36
NT0559,MY FIRST SKOOL,2026-04-06,36
NT0560,MY FIRST SKOOL,2023-07-18,36
NT0561,MY FIRST SKOOL,2023-10-15,36
NT0563,MY FIRST SKOOL,2025-05-22,36
NT0564,MY FIRST SKOOL,2024-07-07,36
NT0565,MY FIRST SKOOL,2024-09-05,36
NT0566,MY FIRST SKOOL,2025-01-03,36
NT0567,MY FIRST SKOOL,2025-02-01,36
NT0568,MY FIRST SKOOL,2025-02-13,36
NT0569,MY FIRST SKOOL,2025-03-01,36
NT0570,MY FIRST SKOOL,2025-03-08,36
NT0571,MY FIRST SKOOL,2025-04-01,36
NT0572,MY FIRST SKOOL,2025-06-01,36
NT0573,MY FIRST SKOOL,2025-06-01,36
NT0574,MY FIRST SKOOL,2026-01-03,36
NT0575,MY FIRST SKOOL,2026-01-10,36
NT0576,MY FIRST SKOOL,2026-01-19,36
NT0577,MY FIRST SKOOL,2026-01-24,36
NT0578,MY FIRST SKOOL,2026-03-31,36
NT0579,MY FIRST SKOOL,2026-03-26,36
NT0580,MY FIRST SKOOL,2026-04-30,36
NT0581,MY FIRST SKOOL,2026-05-18,36
NT0582,MY FIRST SKOOL,2026-06-29,36
NT0583,MY FIRST SKOOL,2024-02-25,36
NT0584,MY FIRST SKOOL,2024-03-15,36
NT0590,My First Skool,2024-06-17,36
NT0591,My First Skool,2024-07-23,36
NT0592,MY FIRST SKOOL,2024-11-01,36
NT0593,My First Skool,2025-03-12,36
NT0594,MY FIRST SKOOL,2025-04-08,24
NT0595,MY FIRST SKOOL,2025-06-24,24
NT0596,MY FIRST SKOOL,2025-10-25,24
NT0597,My First Skool,2025-11-15,24
NT0598,My First Skool,2025-12-15,24
NT0599,My First Skool,2026-02-15,24
NT0600,My First Skool,2026-03-31,24
NT0601,MY FIRST SKOOL,2026-05-18,24
NT0602,MY FIRST SKOOL,2026-06-20,24
NT0603,My First Skool,2026-07-14,24
NT0604,My First Skool,2024-08-01,24
NT0605,My First Skool,2024-09-15,24
NT0606,MY FIRST SKOOL,2024-12-01,24
NT0607,MY FIRST SKOOL,2024-12-15,24
NT0608,MY FIRST SKOOL,2025-03-15,24
NT0609,MY FIRST SKOOL,2025-09-12,24
NT0610,MY FIRST SKOOL,2025-10-11,24
NT0611,MY FIRST SKOOL,2026-03-14,24
NT0612,MY FIRST SKOOL,2025-09-01,12
NT0615,MY FIRST SKOOL,2025-09-02,12
NT0616,My First Skool,2025-12-01,12
NT0617,My First Skool,2026-05-15,12
PT9525,MY LEARNING HAVEN (SUNTEC),2024-02-01,36
PT9052,MY LITTLE GEMS PRIVATE LIMITED,2024-06-24,36
PT9637,My Prep School Pte. Ltd.,2025-01-29,36
PT9265,MY TALENT CHILDCARE CENTRE PTE. LTD.,2024-06-01,36
YM0166,MY WORLD PRESCHOOL LTD,2024-10-26,36
YM0167,MY WORLD PRESCHOOL LTD,2024-12-01,36
YM0170,MY WORLD PRESCHOOL LTD,2025-07-01,36
YM0171,MY WORLD PRESCHOOL LTD,2025-08-16,36
YM0172,MY WORLD PRESCHOOL LTD,2026-06-06,36
YM0173,MY WORLD PRESCHOOL LTD,2026-06-10,36
YM0174,MY WORLD PRESCHOOL LTD,2026-07-01,24
YM0175,MY WORLD PRESCHOOL LTD,2024-01-02,36
YM0176,MY WORLD PRESCHOOL LTD,2024-01-02,36
YM0183,MY WORLD PRESCHOOL LTD,2024-10-24,36
YM0184,MY WORLD PRESCHOOL LTD,2024-12-15,36
YM0187,MY WORLD PRESCHOOL LTD,2025-10-12,36
YM0188,MY WORLD PRESCHOOL LTD,2025-12-16,36
YM0189,MY WORLD PRESCHOOL LTD,2025-12-25,36
YM0190,MY WORLD PRESCHOOL LTD,2026-01-29,36
YM0191,MY WORLD PRESCHOOL LTD,2026-04-15,36
YM0192,MY WORLD PRESCHOOL LTD,2026-05-07,36
YM0030,MY WORLD PRESCHOOL LTD.,2024-06-27,36
YM0050,MY WORLD PRESCHOOL LTD.,2025-06-27,36
YM0060,MY WORLD PRESCHOOL LTD.,2024-07-03,36
YM0070,MY WORLD PRESCHOOL LTD.,2025-07-02,36
YM0080,MY WORLD PRESCHOOL LTD.,2025-01-01,36
YM0090,MY WORLD PRESCHOOL LTD.,2025-02-01,36
YM0100,MY WORLD PRESCHOOL LTD.,2025-07-01,36
YM0110,MY WORLD PRESCHOOL LTD.,2025-02-01,36
YM0130,MY WORLD PRESCHOOL LTD.,2024-09-07,36
YM0140,MY WORLD PRESCHOOL LTD.,2023-08-17,36
YM0151,MY WORLD PRESCHOOL LTD.,2025-09-15,36
YM0152,MY WORLD PRESCHOOL LTD.,2025-09-15,36
YM0154,MY WORLD PRESCHOOL LTD.,2026-02-24,36
YM0155,MY WORLD PRESCHOOL LTD.,2025-05-01,36
YM0156,MY WORLD PRESCHOOL LTD.,2026-07-01,36
YM0157,MY WORLD PRESCHOOL LTD.,2026-07-01,36
YM0158,MY WORLD PRESCHOOL LTD.,2026-07-01,36
YM0159,MY WORLD PRESCHOOL LTD.,2026-07-01,36
YM0160,MY WORLD PRESCHOOL LTD.,2026-07-01,36
YM0161,MY WORLD PRESCHOOL LTD.,2024-07-11,36
YM0162,MY WORLD PRESCHOOL LTD.,2023-08-01,36
YM0163,MY WORLD PRESCHOOL LTD.,2023-09-01,36
YM0164,MY WORLD PRESCHOOL LTD.,2024-11-24,36
YM0165,MY WORLD PRESCHOOL LTD.,2024-06-01,36
YM0168,MY WORLD PRESCHOOL LTD.,2025-03-16,36
YM0169,MY WORLD PRESCHOOL LTD.,2025-05-01,36
YM0185,MY WORLD PRESCHOOL LTD.,2023-11-01,36
YM0186,MY WORLD PRESCHOOL LTD.,2023-11-01,36
YM0193,MY WORLD PRESCHOOL LTD.,2025-10-26,24
YM0194,MY WORLD PRESCHOOL LTD.,2026-07-05,24
YM0195,MY WORLD PRESCHOOL LTD.,2026-07-10,24
YM0196,MY WORLD PRESCHOOL LTD.,2024-08-14,24
YM0197,MY WORLD PRESCHOOL LTD.,2024-10-02,24
YM0198,MY WORLD PRESCHOOL LTD.,2025-03-08,24
YM0199,MY WORLD PRESCHOOL LTD.,2025-06-03,24
YM0200,MY WORLD PRESCHOOL LTD.,2025-07-05,24
YM0201,MY WORLD PRESCHOOL LTD.,2026-06-02,24
YM0202,MY WORLD PRESCHOOL LTD.,2026-06-02,24
YM0203,MY WORLD PRESCHOOL LTD.,2026-06-16,24
YM0204,MY WORLD PRESCHOOL LTD.,2026-07-01,24
YM0205,MY WORLD PRESCHOOL LTD.,2026-02-02,12
PT9495,NAFA ARTS PRESCHOOL,2023-11-05,36
PT9880,NAFA Arts Preschool (Luzerne Campus),2025-01-01,24
RC1881,Nanyang Kindergarten,2023-11-07,36
RC1882,Nanyang Kindergarten,2023-09-12,36
PT9311,NASHWA CHILDCARE CENTRE PTE. LTD.,2025-12-01,36
PT9079,Nest Preschool Bidadari Pte Ltd,2025-10-01,24
PT6720,Nest Preschool Bishan Pte. Ltd.,2025-03-10,36
PT8950,Nest Preschool Hillview Pte. Ltd.,2026-06-20,36
PT9823,Nest Preschool Ubi,2025-02-15,24
RC1767,NEW LIFE COMMUNITY SERVICES,2024-05-18,36
RC1778,NEW LIFE COMMUNITY SERVICES,2024-04-01,36
RC1838,New Life Kindercare,2025-01-01,36
RC1915,New Life Preschool @ Bedok,2024-11-18,36
RC1921,New Life Preschool @ Bishan,2025-03-02,36
RC1920,New Life Preschool @ Bukit Gombak,2025-02-01,36
RC1918,New Life Preschool @ Marine Drive,2025-05-18,36
RC1917,New Life Preschool @ McNair,2024-11-18,36
RC1914,New Life Preschool @ Newton,2024-05-18,36
RC1922,New Life Preschool @ Pasir Ris,2024-12-07,36
PT8790,NOBLELAND ARTS N LEARNING PLACE @ BISHAN PTE. LTD.,2024-09-20,36
PT9203,NOBLELAND ARTS N LEARNING PLACE @CLEMENTI PTE. LTD.,2026-05-02,36
PT9204,NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD.,2024-05-02,36
PT9202,NOBLELAND ARTS N LEARNING PLACE @WATERWAY PTE. LTD.,2024-05-02,36
PT9910,NOBLELAND ARTS N LEARNING PLACE @WOODLEIGH PTE LTD,2025-08-29,24
PT9313,Nordic Preschool Pte Ltd,2024-12-19,36
PT9123,Nurture Infant Pte Ltd,2026-03-31,6
PT9062,Nurtured Nest Bukit Timah Pte. Ltd.,2025-07-29,36
PT8879,NURTURESTARS CHILD CARE,2024-11-01,36
PT9094,NURTURESTARS CHILD CARE,2023-12-24,36
PT9249,NURTURESTARS CHILD CARE,2025-04-01,36
PT9864,Nurturestars Preschool,2026-07-01,24
PT8635,NURTURESTARS PTE. LTD.,2024-01-04,36
PT8713,NURTURESTARS PTE. LTD.,2024-07-11,36
PT8741,NURTURESTARS PTE. LTD.,2024-04-06,36
PT7810,NUTURE TOTS PRE-SCHOOL PTE. LTD.,2025-04-21,24
PT9860,Odyssey The Global Preschool Dempsey,2026-04-01,24
PT8656,Odyssey The Global Preschool Fourth Avenue,2025-04-01,36
PT9045,Odyssey The Global Preschool Loyang,2025-05-28,36
PT9500,Odyssey The Global Preschool Orchard,2023-11-19,36
PT9284,Odyssey The Global Preschool Still Road,2024-07-14,36
PT5300,Odyssey The Global Preschool Wilkinson,2023-07-23,36
PT9145,ORION PRESCHOOL,2026-06-01,36
PT9172,OUR CHILDREN'S HOUSE PTE LTD,2023-07-30,36
PT9170,Oxford Explorers @ Braddell,2025-08-01,36
PT9224,Oxford Explorers @ Sennett Pte Ltd,2024-01-01,36
RC1909,PALS Preschool,2025-03-21,24
PT9613,Paper Scissors Stone Montessori Kindergarten,2024-10-29,36
PT9214,PARIPOSA PTE LTD,2024-01-01,36
RC1840,Paya Lebar Methodist Church Covenant Kindergarten,2023-10-24,36
ST0338,PCF Sparkletots Preschool @ Admiralty Blk 581 (DS),2023-09-18,36
ST0014,PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC),2025-02-01,36
ST0344,PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),2024-09-24,36
ST0272,PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 452 (DS),2025-03-19,36
ST0273,PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 535 (DS),2024-10-31,36
ST0274,PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 632 (DS),2023-10-18,36
ST0297,PCF Sparkletots Preschool @ Ayer Rajah Blk 48 (DS),2023-09-24,36
ST0393,PCF Sparkletots Preschool @ Bedok Blk 152B (EY),2025-11-15,24
ST0063,PCF Sparkletots Preschool @ Bedok Blk 172 (CC),2025-08-15,36
ST0247,PCF Sparkletots Preschool @ Bedok Blk 30 (DS),2025-03-17,36
ST0271,PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 414 (DS),2023-08-20,36
ST0143,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 470C (CC),2026-01-02,36
ST0366,PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 475C (DS),2025-03-06,36
ST0162,PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 508 (CC),2024-03-01,36
ST0250,PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 713 (DS),2026-02-14,24
ST0009,PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 178 (CC),2024-11-16,36
ST0078,PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 181 (CC),2024-08-01,36
ST0295,PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 197 (KN),2023-09-02,36
ST0184,PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 409 (CC),2026-03-01,36
ST0302,PCF Sparkletots Preschool @ Boon Lay Blk 207 (DS),2024-11-26,36
ST0303,PCF Sparkletots Preschool @ Boon Lay Blk 262 (DS),2026-06-01,24
ST0103,PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 627 (CC),2025-07-23,36
ST0186,PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 246 (CC),2026-05-01,36
ST0277,PCF Sparkletots Preschool @ Braddell Heights Blk 417 (DS),2025-03-06,36
ST0417,PCF Sparkletots Preschool @ Brickland Blk 300 (CC),2026-07-15,12
ST0405,PCF Sparkletots Preschool @ Brickland Blk 308B (CC),2025-09-15,12
ST0369,PCF Sparkletots Preschool @ Brickland Blk 801 (DS),2024-11-15,36
ST0174,PCF Sparkletots Preschool @ Brickland Blk 807C (CC),2025-02-22,36
ST0386,PCF Sparkletots Preschool @ Brickland Blk 810 (CC),2026-07-01,36
ST0400,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 401 (EY),2025-10-15,24
ST0391,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 402 (EY),2025-10-15,24
ST0364,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 416A (DS),2024-01-01,36
ST0361,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 987C (DS),2024-11-25,36
ST0375,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 999 (DS),2024-05-15,36
ST0028,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 118 (CC),2025-07-17,36
ST0314,PCF Sparkletots Preschool @ Bukit Batok Blk 148 (KN),2023-09-16,36
ST0315,PCF Sparkletots Preschool @ Bukit Batok Blk 180 (CC),2026-06-01,24
ST0374,PCF Sparkletots Preschool @ Bukit Batok Blk 446 (EY),2023-09-16,36
ST0195,PCF Sparkletots Preschool @ Bukit Batok Blk 447 (CC),2023-09-17,36
ST0097,PCF Sparkletots Preschool @ Bukit Batok East Blk 206 (CC),2025-02-01,24
ST0316,PCF Sparkletots Preschool @ Bukit Batok East Blk 241 (KN),2024-02-24,36
ST0190,PCF Sparkletots Preschool @ Bukit Batok East Blk 293 (CC),2025-05-15,36
ST0004,PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC),2024-05-03,36
ST0320,PCF Sparkletots Preschool @ Bukit Gombak Blk 535 (DS),2024-11-25,36
ST0321,PCF Sparkletots Preschool @ Bukit Panjang Blk 111 (EY),2023-10-02,36
ST0322,PCF Sparkletots Preschool @ Bukit Panjang Blk 226 (EY),2023-10-24,36
ST0159,PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 254 (EY),2024-01-04,36
ST0146,PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 412 (CC),2026-02-01,36
ST0129,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 12 (CC),2024-12-28,36
ST0178,PCF Sparkletots Preschool @ Bukit Timah Blk 207 (CC),2025-07-11,36
ST0052,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 305 (CC),2026-02-12,36
ST0370,PCF Sparkletots Preschool @ Bukit Timah Blk 312B (DS),2023-10-24,36
ST0203,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 319 (EY),2024-01-01,36
ST0222,PCF Sparkletots Preschool @ Buona Vista Blk 4 (DS),2025-03-31,36
ST0406,PCF Sparkletots Preschool @ Buona Vista Blk 43 (CC),2025-11-07,12
ST0215,PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),2023-12-23,36
ST0345,PCF Sparkletots Preschool @ Canberra Blk 309 (EY),2024-11-28,36
ST0346,PCF Sparkletots Preschool @ Canberra Blk 330 (DS),2024-09-05,36
ST0410,PCF Sparkletots Preschool @ Canberra Blk 373 (CC),2026-02-01,12
ST0150,PCF Sparkletots Preschool @ Canberra Blk 780D (CC),2026-04-09,36
