centre_code,centre_name,license_issue_date,license_tenure
ST0167,PCF Sparkletots Preschool @ Yio Chu Kang Blk 611 (CC),2024-08-22,36
ST0294,PCF Sparkletots Preschool @ Yio Chu Kang Blk 644 (EY),2025-01-20,36
ST0061,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 108 (CC),2024-01-01,36
ST0094,PCF Sparkletots Preschool @ Yuhua Blk 208 (CC),2025-03-14,36
ST0298,PCF Sparkletots Preschool @ Yuhua Blk 251 (KN),2025-03-31,36
ST0051,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 264 (CC),2025-09-01,36
ST0060,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 271 (CC),2024-01-03,36
ST0300,PCF Sparkletots Preschool @ Yuhua Blk 285C (KN),2025-03-27,36
ST0327,PCF Sparkletots Preschool @ Zhenghua Blk 455A (KN),2025-01-20,36
ST0324,PCF Sparkletots Preschool @ Zhenghua Blk 528 (CC),2025-07-15,24
ST0152,PCF Sparkletots Preschool @ Zhenghua Blk 550B (EY),2025-01-27,36
ST0326,PCF Sparkletots Preschool @ Zhenghua Blk 620 (CC),2025-01-16,24
ST0124,PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA BLK 632A (CC),2024-06-03,36
ST0392,PCF Sparkletots Preschool @ Zhenghua Blk 645 (EY),2025-11-15,24
ST0099,PCF Sparkletots Preschool@ Pioneer Blk 991 (CC),2024-10-01,36
PT4840,Pebble Place Development Centre,2024-07-17,36
PT9473,PEGASUS INTERNATIONAL PRESCHOOL PTE LTD,2026-01-23,24
PT8687,PERIDOT SCHOOLHOUSE PTE LTD,2025-08-01,12
PT9919,Peterhouse Preschool,2026-01-01,24
PT8587,PICKET FENCE @ TAMPINES PTE. LTD.,2024-05-01,36
PT9737,Pink Tower Montessori Pte Ltd,2024-03-17,36
PT8471,PLANET MONTESSORI PTE. LTD.,2025-01-01,36
RC1764,PLAYSCAPES@4PM,2024-02-06,36
PT9840,Posso Preschool @ Fernvale,2025-07-18,24
PT9133,POSSO PRESCHOOL @ JURONG EAST,2023-10-29,36
PT9822,Posso Preschool @ Sengkang,2025-02-15,24
PT9494,POSSO PRESCHOOL @ TAMPINES POINT PTE. LTD.,2023-11-01,36
PT8684,POSSO PRESCHOOL @ WEST COAST RISE PTE LTD,2024-08-01,36
PT8531,PRE-SCHOOL BY-THE-PARK (DUNEARN) PTE LTD,2025-06-18,36
PT9312,Pre-School By-The-Park (Evans),2024-12-01,36
PT8476,PRE-SCHOOL BY-THE-PARK PTE. LTD.,2024-07-25,36
RC0910,PRINCE SIDDHATTHA CHILD CARE CENTRE,2024-08-03,36
PT9330,QUALITY CENTRES (PTE. LTD.),2025-01-03,36
PT9583,QUAYSIDE ISLE PREPARATORY SCHOOL,2023-09-02,36
PT9868,Raffles House @ Adam Pte Ltd,2026-07-13,24
PT8723,RAFFLES HOUSE @ PAYA LEBAR PRIVATE LIMITED,2024-01-03,36
PT8379,RAFFLES HOUSE PRESCHOOL (ROBIN CLOSE),2023-08-20,36
PT6950,RAFFLES HOUSE PRESCHOOL PTE LTD,2024-09-19,36
PT9435,RAFFLES KIDZ @ ANG MO KIO,2026-02-19,36
PT8731,RAFFLES KIDZ @ BUKIT PANJANG PTE. LTD.,2024-03-01,36
PT9486,Raffles Kidz @ Jurong West,2024-09-20,24
PT9350,Raffles Kidz @ Punggol,2026-04-01,36
PT9876,RAFFLES KIDZ @ SURBANA JURONG,2024-10-15,24
PT9004,Raffles Kidz @ Yio Chu Kang,2025-01-01,36
PT9877,RAFFLES KIDZ @ YISHUN,2024-10-15,24
PT9711,Raffles Montessori Kindergarten (Aljunied),2025-02-25,36
PT9781,Rain Tree Montessori Schoolhouse,2026-02-03,36
PT9901,RAIN TREE MONTESSORI SCHOOLHOUSE,2026-05-30,24
PT7180,RAINBOW CHILDCARE PTE LTD,2024-02-01,36
PT9223,RAINBOW COVE @ BUTTERFLY PTE. LTD.,2024-01-04,36
PT8398,RAINBOW COVE @ KALLANG CC PTE LTD,2024-05-22,36
PT9462,Rainbow Cove @ Sembawang,2026-06-11,12
PT8837,RAINFOREST SCHOOLHOUSE PTE LTD,2024-05-07,36
RC1831,RAMAKRISHNA MISSION SARADA KINDERGARTEN,2024-10-15,36
PT9767,Red Schoolhouse Kindercare,2025-12-17,12
PT7600,RED SCHOOLHOUSE PTE LTD,2025-07-30,12
PT9715,RH Positive Montessori Kindergarten (Bukit Timah),2025-08-01,24
PT9797,RH Positive Montessori Kindergarten (Grandeur Park),2026-06-07,36
PT9571,RH Positive Montessori Kindergarten (Linden Drive),2023-08-21,36
RC1848,RIVERLIFE KINDERGARTEN,2023-12-18,36
PT0215,ROSYTH CHILD CARE CENTRE,2025-10-20,36
PT9476,SAIL PLAYHOUSE PTE LTD,2023-08-02,36
PT7480,SEEDLINGS MONTESSORI ALEXANDRA PTE LTD,2024-05-04,36
PT9631,Seeds D' Learning House,2024-09-27,36
PT9774,Sengkang Methodist Preschool,2023-12-27,36
PT9851,Serangoon Garden Methodist Preschool,2025-01-02,36
RC1789,SEVENTH-DAY ADVENTIST CONFERENCE (SINGAPORE) - ADVENTIST SCHOOLHOUSE,2025-01-01,36
RC1739,SGM LITTLE KIDZ @ RIVERVALE,2025-08-19,36
RC0990,SGM MURNI,2026-02-01,24
RC1833,Shalom Kindergarten,2023-10-21,36
PT2810,SHAWS CDLC @ BRADDELL HEIGHTS PTE LTD,2025-06-19,36
PT8793,SHAWS CDLC @ KATONG PRIVATE LIMITED,2024-10-01,36
PT8384,SHAWS CDLC @ MOUNTBATTEN PTE LTD,2025-03-01,36
PT8896,SHAWS CDLC @ MOUNTBATTEN PTE. LTD.,2025-12-01,36
PT9401,SHAWS CDLC @LORONG CHUAN PTE. LTD,2025-11-03,36
PT6690,SHEFFIELD KIDSWORLD (CCK) PTE. LTD.,2024-03-01,36
PT9057,SHEFFIELD KIDSWORLD (ST ANNE) PTE. LTD.,2026-01-15,24
PT8863,Shooting Star Preschool @Punggol Pte. Ltd.,2024-03-01,36
PT8762,Shooting Star Preschool Pte Ltd,2025-07-01,36
PT9672,Singapore Hokkien Huay Kuan Preschool,2024-11-18,36
SK0001,Skool4Kidz Preschool,2025-08-13,36
SK0002,Skool4kidz Preschool,2025-08-13,36
SK0003,Skool4Kidz Preschool,2025-08-15,36
SK0004,Skool4Kidz Preschool,2026-05-13,36
SK0005,Skool4Kidz Preschool,2024-03-26,36
SK0006,Skool4Kidz Preschool,2023-10-07,36
SK0007,Skool4Kidz Preschool,2023-10-15,36
SK0008,Skool4Kidz Preschool,2025-05-25,36
SK0009,Skool4kidz Preschool,2024-06-01,36
SK0010,Skool4Kidz Preschool,2024-07-14,36
SK0011,Skool4Kidz Preschool,2025-01-01,36
SK0012,Skool4Kidz Preschool,2025-02-25,36
SK0013,SKool4Kidz Preschool,2025-02-28,36
SK0014,Skool4Kidz Preschool,2026-01-26,36
SK0015,Skool4Kidz Preschool,2023-09-01,36
SK0016,Skool4Kidz Preschool,2024-03-29,36
SK0021,Skool4Kidz Preschool,2024-05-21,36
SK0022,Skool4Kidz Preschool,2024-06-30,36
SK0023,Skool4Kidz Preschool,2025-08-01,36
SK0024,Skool4Kidz Preschool,2025-09-24,36
SK0025,Skool4Kidz Preschool,2026-06-25,36
SK0026,Skool4Kidz Preschool,2026-02-21,24
SK0027,Skool4Kidz Preschool,2025-11-20,24
SK0028,Skool4Kidz Preschool,2024-08-01,24
SK0029,Skool4Kidz Preschool,2024-10-01,24
SK0030,Skool4kidz Preschool,2025-02-12,24
SK0031,Skool4Kidz Preschool,2025-02-15,24
SK0032,Skool4Kidz Preschool,2025-04-01,24
SK0033,Skool4Kidz Preschool,2025-06-01,24
SK0034,SKOOL4KIDZ PRESCHOOL,2026-06-02,24
SK0035,SKOOL4KIDZ PRESCHOOL,2026-06-16,24
SK0036,SKOOL4KIDZ PRESCHOOL,2026-06-16,24
SK0037,SKOOL4KIDZ PRESCHOOL,2025-08-15,12
SK0038,SKOOL4KIDZ PRESCHOOL,2025-12-01,12
SK0039,SKOOL4KIDZ PRESCHOOL,2026-05-04,12
SK0040,SKOOL4KIDZ PRESCHOOL,2026-07-16,12
PT9117,Small Wonder Preschool Anchorvale,2025-10-17,36
PT9000,Small Wonder Preschool Ang Mo Kio,2025-07-01,36
PT9438,Small Wonder Preschool Bishan (Marymount),2026-03-01,24
PT7250,Small Wonder Preschool Bukit Batok (Street 11),2025-02-12,36
PT9456,Small Wonder Preschool Bukit Batok East,2026-05-28,36
PT9085,Small Wonder Preschool Bukit Gombak,2025-11-13,36
PT9309,Small Wonder Preschool Bukit Panjang,2024-12-01,36
PT9180,Small Wonder Preschool Bukit Timah,2024-08-28,36
PT9179,Small Wonder Preschool Buona Vista,2023-08-31,36
PT9181,Small Wonder Preschool Changi (SUTD),2024-08-31,36
PT8811,Small Wonder Preschool Choa Chu Kang,2023-12-19,36
PT9837,Small Wonder Preschool Chong Pang (Yishun Avenue 5),2025-07-08,24
PT9479,SMALL WONDER PRESCHOOL GAMBAS (NORDCOM II),2023-08-06,36
PT8814,Small Wonder Preschool International Business Park,2024-07-03,36
PT8438,Small Wonder Preschool Jurong East,2024-01-15,36
PT9095,Small Wonder Preschool Jurong West,2026-01-02,36
PT9160,Small Wonder Preschool Khatib,2024-07-03,36
PT9706,Small Wonder Preschool Lakeside,2024-09-24,36
PT8350,Small Wonder Preschool Marine Parade,2025-09-23,36
PT8610,Small Wonder Preschool Nee Soon,2024-06-16,36
PT9452,Small Wonder Preschool Pioneer,2026-05-17,36
PT8977,SMALL WONDER PRESCHOOL POTONG PASIR,2025-05-19,36
PT9066,Small Wonder Preschool Punggol,2026-02-01,36
PT8636,Small Wonder Preschool Queenstown,2025-01-07,36
PT9644,Small Wonder Preschool Sengkang,2024-05-22,36
PT9127,SMALL WONDER PRESCHOOL SERANGOON NORTH,2026-04-15,36
PT9345,SMALL WONDER PRESCHOOL SIMS,2024-02-27,36
PT8568,Small Wonder Preschool Taman Jurong,2025-08-27,36
PT8546,Small Wonder Preschool Tampines East (Changkat),2024-09-01,36
PT9490,Small Wonder Preschool Tampines North,2025-10-30,36
PT9865,Small Wonder Preschool Toa Payoh,2024-07-01,36
PT9031,Small Wonder Preschool Ubi,2025-02-19,36
PT9118,Small Wonder Preschool Woodlands Close,2026-03-12,36
PT9216,Small Wonder Preschool Woodlands Drive,2024-01-01,36
PT9067,SMALL WONDER PRESCHOOL YISHUN (ADORA GREEN),2025-08-01,36
PT8743,Small Wonder Preschool Yishun (Street 71),2024-10-12,36
PT8712,Small Wonder Preschool Yishun Central,2025-12-01,36
PT9508,SMART BERRIIS @ WEST COAST PTE LTD,2024-01-01,36
PT9006,SMARTZ PLAYHOUSE PTE LTD,2026-01-01,12
PT9239,SMI BERRIIS PRESCHOOL PTE. LTD.,2024-03-14,36
PT9195,SMI PRESCHOOL PTE. LTD.,2024-11-01,36
RC1835,Soka Preschool,2025-01-01,24
PT9282,SPRING BUDS LEARNING CAMPUS PTE LTD,2024-07-15,36
PT9898,SPRING BUDS LEARNING COVE PTE LTD,2025-04-19,24
RC1853,Sri Sathya Sai Kindergarten,2024-11-12,36
RC1780,ST JOSEPH'S HOME INFANT AND CHILDCARE,2025-07-31,36
RC1864,ST. JOSEPH'S INSTITUTION INTERNATIONAL PRESCHOOL LTD.,2026-02-01,24
PT8917,STAR LEARNERS @ ANG MO KIO PTE. LTD.,2024-02-16,36
PT9048,STAR LEARNERS @ BEDOK PTE. LTD.,2025-07-01,36
PT8767,STAR LEARNERS @ BISHAN CENTRAL PTE. LTD.,2024-07-01,36
PT8783,STAR LEARNERS @ BISHAN PTE. LTD.,2025-03-01,36
PT9140,STAR LEARNERS @ BOON KENG PTE. LTD.,2024-05-01,36
PT8672,STAR LEARNERS @ BUKIT BATOK PTE. LTD.,2024-06-19,36
PT9502,STAR LEARNERS @ BUKIT MERAH PTE. LTD.,2023-12-01,36
PT9450,STAR LEARNERS @ BUKIT PANJANG PTE LTD,2026-05-01,36
PT9540,STAR LEARNERS @ CCK CENTRAL PTE LTD,2024-05-01,36
PT9152,STAR LEARNERS @ CCK SPORTS CENTRE PTE. LTD.,2024-06-04,36
PT9318,STAR LEARNERS @ CHANGI SIMEI PTE. LTD.,2025-01-01,36
PT8993,Star Learners @ Elias Pte Ltd,2025-01-01,36
PT9856,STAR LEARNERS @ FERNVALE PTE LTD,2026-02-16,24
PT9326,STAR LEARNERS @ GAMBAS PTE LTD,2025-01-01,36
PT9375,STAR LEARNERS @ HOUGANG CENTRAL PTE LTD,2025-07-01,36
PT9324,STAR LEARNERS @ HOUGANG PTE LTD,2025-01-01,36
PT9072,STAR LEARNERS @ JURONG PTE. LTD.,2024-06-10,36
PT9322,STAR LEARNERS @ JURONG WEST PTE LTD,2025-01-01,36
PT9099,STAR LEARNERS @ NORTH EAST PTE. LTD.,2026-01-01,36
PT9529,STAR LEARNERS @ ONE-NORTH PTE LTD,2024-03-01,36
PT8529,STAR LEARNERS @ PASIR RIS PTE. LTD.,2025-06-01,36
PT9120,STAR LEARNERS @ RIVERVALE PTE LTD,2026-04-01,36
PT8497,STAR LEARNERS @ SEMBAWANG PTE. LTD.,2025-04-16,36
PT8885,STAR LEARNERS @ SEMBAWANG WAY PTE. LTD.,2025-11-16,36
PT8835,STAR LEARNERS @ SENGKANG PTE. LTD.,2026-05-01,36
PT9335,STAR LEARNERS @ SENGKANG WEST PTE LTD,2025-02-01,36
PT9323,STAR LEARNERS @ SIGLAP PTE. LTD.,2025-01-01,36
PT8110,STAR LEARNERS @ SIMEI PTE. LTD.,2026-04-01,36
PT9463,STAR LEARNERS @ TAMPINES EAST PTE LTD,2023-08-01,36
PT9189,STAR LEARNERS @ TAMPINES PTE. LTD.,2023-10-01,36
PT8963,Star Learners @ Tampines West Pte. Ltd.,2024-07-12,36
PT8935,STAR LEARNERS @ TANJONG PAGAR PTE. LTD.,2023-10-16,36
PT9498,Star Learners @ Telok Blangah Pte Ltd,2023-11-16,36
PT9407,STAR LEARNERS @ TOA PAYOH PTE LTD,2026-01-01,36
PT9374,STAR LEARNERS @ UBI PTE LTD,2025-07-01,36
PT9409,STAR LEARNERS @ UPPER BUKIT TIMAH PTE LTD,2025-12-01,36
PT8512,Star Learners @ Woodlands 888 Pte Ltd,2025-02-01,36
PT9148,STAR LEARNERS @ WOODLANDS CIRCLE PTE. LTD.,2026-06-01,36
PT9116,STAR LEARNERS @ WOODLANDS PTE LTD,2026-03-12,36
PT9157,STAR LEARNERS @ YIO CHU KANG PTE. LTD.,2024-07-01,36
PT9518,STAR LEARNERS @ YISHUN PTE LTD,2024-01-01,36
PT9325,STAR LEARNERS @ YUNG HO PTE LTD,2025-01-01,36
PT9087,STAR LEARNERS PTE LTD,2025-12-01,36
PT9147,STAR LEARNERS RESPECT PTE. LTD.,2024-06-01,36
PT8949,Starshine Montessori Childcare Center,2025-06-03,24
PT8376,SUNFLOWER BABY HOUSE PTE. LTD.,2024-01-28,36
PT6940,SUNFLOWER CHILDCARE & DEVELOPMENT CENTRE PTE LTD,2025-07-14,36
PT9261,SUNFLOWER KIDDY STAR PRESCHOOL PTE LTD,2024-06-01,36
PT8611,SUNFLOWER KINDERHUB @ AMK PTE LTD,2025-09-01,36
PT8364,SUNFLOWER KINDERHUB PTE LTD,2024-02-24,36
PT9415,SUNFLOWER PRESCHOOL @ AMK PTE. LTD.,2025-12-12,36
PT8922,SUNFLOWER PRESCHOOL @ BALESTIER PTE. LTD.,2025-03-07,24
PT9302,SUNFLOWER PRESCHOOL @ BEDOK PTE LTD,2024-10-10,36
PT9501,SUNFLOWER PRESCHOOL @ BEDOK SOUTH PTE LTD,2023-12-01,36
PT9091,Sunflower Preschool @ Bukit Batok Pte Ltd,2025-12-01,36
PT9455,Sunflower Preschool @ Chevrons,2026-06-01,36
PT7720,Sunflower Preschool @ Dakota Pte Ltd,2024-10-01,36
PT9255,SUNFLOWER PRESCHOOL @ FRANKEL PTE LTD,2024-05-03,36
PT9454,Sunflower Preschool @ Hillview,2026-06-01,36
PT9041,SUNFLOWER PRESCHOOL @ HOUGANG (PTE. LTD.),2025-05-01,36
PT9535,SUNFLOWER PRESCHOOL @ HOUGANG CC (PRIVATE LIMITED),2024-03-15,36
PT9192,SUNFLOWER PRESCHOOL @ NSE PTE. LTD.,2023-10-06,36
PT8859,SUNFLOWER PRESCHOOL @ PASIR RIS PTE. LTD.,2025-08-01,36
PT5540,Sunflower Preschool @ PR Town Park Pte Ltd,2026-07-01,36
PT8857,SUNFLOWER PRESCHOOL @ PUNGGOL FIELD PTE. LTD.,2024-08-01,36
PT8858,SUNFLOWER PRESCHOOL @ PUNGGOL FIELD WALK PTE. LTD.,2023-08-01,36
PT9105,Sunflower Preschool @ Rivervale,2024-02-01,36
PT9440,Sunflower Preschool @ Sembawang Pte. Ltd.,2026-03-11,36
PT5890,Sunflower Preschool @ Simei Pte Ltd,2025-02-01,36
PT9408,SUNFLOWER PRESCHOOL @ TECK GHEE PTE LTD,2025-11-21,36
PT9102,Sunflower Preschool @ Tenaga Pte Ltd,2025-02-01,36
PT8748,SUNFLOWER PRESCHOOL @ UBI PTE. LTD.,2025-09-13,24
PT9682,SUNFLOWER PRESCHOOL @ WEST ROCK PTE LTD,2024-07-15,36
PT9670,Sunflower Preschool @ West Terra Pte Ltd,2024-07-01,36
PT9411,SUNFLOWER PRESCHOOL @ YISHUN PTE LTD,2025-11-29,36
PT9226,SUNFLOWER PRESCHOOL PTE. LTD.,2024-01-04,36
PT9867,Sunflower Preschool@Siglap Pte Ltd,2026-07-12,24
PT8663,SUNFLOWER TINKLELAND PRIVATE LIMITED,2024-04-15,36
PT8777,SUNLIFE EDUCARE PTE LTD,2025-04-12,24
PT9222,SUNNY BUNNY MONTESSORI PTE. LTD.,2025-06-30,24
PT9922,Sunny Days Preschool,2026-04-04,24
PT9427,SUNSHINE HEARTS PTE. LTD.,2025-07-04,24
PT9119,SUNSHINE KIDS CARE CENTRE @ TAMPINES PTE. LTD.,2026-03-19,36
PT8952,SUNSHINE KIDS CARE CENTRE PTE. LTD.,2024-06-01,36
PT8352,SUNSHINE KIDS EDUCARE PRIVATE LIMITED,2025-11-05,24
PT8547,Sunshine Kids Learning Haven @Tampines Pte Ltd,2025-09-01,24
PT3460,Sunshine Kids Preschool @Woodlands Pte Ltd,2025-01-03,36
RC1782,SUPER TALENT CHILDCARE LTD,2025-12-20,24
RC1783,SUPER TALENT CHILDCARE LTD,2025-11-15,36
RC1786,SUPER TALENT CHILDCARE LTD,2025-12-09,36
PT9534,SUPERGENIUS PRESCHOOL HBB PTE. LTD.,2024-03-29,36
PT9718,SUPERGENIUS PRESCHOOL OASIS PTE. LTD.,2024-11-01,36
PT9762,SUPERLAND INTERNATIONAL PRE-SCHOOL PTE LTD,2025-11-13,36
PT7210,SUPERLAND MONTESSORI PRE-SCHOOL PTE. LTD.,2025-01-26,24
PT9368,SUPERLAND PRE-SCHOOL (100 AM),2025-06-05,36
PT9770,SUPERLAND PRE-SCHOOL (BT) PTE. LTD.,2025-12-31,36
PT9786,SUPERLAND PRE-SCHOOL (BT2) PTE LTD,2026-03-23,36
PT9899,SUPERLAND PRE-SCHOOL (BUKIT CANBERRA),2026-05-14,24
PT9921,SUPERLAND PRE-SCHOOL (CB) PTE. LTD.,2026-02-27,24
PT9948,SUPERLAND PRE-SCHOOL (DUNEARN) PTE. LTD.,2026-04-16,12
PT9891,SUPERLAND PRE-SCHOOL (HOLLAND) PTE. LTD.,2025-03-12,24
PT9873,SUPERLAND PRE-SCHOOL (JURONG EAST) PTE. LTD.,2024-09-21,24
PT9429,SUPERLAND PRE-SCHOOL (PL) PTE. LTD.,2026-01-13,36
PT9504,SUPERLAND PRE-SCHOOL (RMCC) PTE LTD,2025-05-27,24
PT9763,SUPERLAND PRE-SCHOOL (RV) PTE. LTD.,2025-11-12,36
PT9467,SUPERLAND PRE-SCHOOL (TBCC) PTE. LTD.,2026-06-28,36
PT9257,SUPERLAND PRE-SCHOOL (UE SQUARE) PTE. LTD.,2024-05-01,36
PT9443,SUPERLAND PRE-SCHOOL @ KACC,2026-03-21,36
PT2240,SWEETLANDS CHILDCARE JE 316 PTE. LTD.,2024-07-06,36
PT8810,SWEETLANDS CHILDCARE JW 484 PTE. LTD.,2023-12-19,36
PT8800,SWEETLANDS CHILDCARE PUNGGOL 612 PTE. LTD.,2025-11-03,36
PT6200,SWEETLANDS CHILDCARE WOODLANDS 608 PTE. LTD.,2023-07-10,36
PT9058,SWEETLANDS CHILDCARE WOODLANDS 886C PTE. LTD.,2025-07-21,36
PT3250,SWEETLANDS CHILDCARE WOODLANDS 896B PTE. LTD.,2025-05-03,36
RC1818,The Chinese Kindergarten Preschool,2025-01-01,36
PT3640,The Gardner Preschool,2024-10-07,36
PT9208,THE GLITTER RAINBOW SKOOL PTE. LTD.,2023-11-29,36
PT9787,The Grange International Preschool,2026-03-25,36
PT8801,The Kids' Inn Joo Chiat Pte Ltd,2026-05-08,12
PT9703,The Little House (Montessori) Pte Ltd,2025-09-17,36
PT8001,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2024-01-04,36
PT8508,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2024-10-07,36
PT8716,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2025-12-07,36
PT9511,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2024-01-01,36
PT9512,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2024-01-01,36
PT9522,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2024-01-01,36
PT9729,The Little Skool-House International Pte Ltd,2025-01-01,36
PT9772,The Little Skool-House International Pte Ltd,2024-01-03,36
WP0660,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2026-01-18,36
WP0736,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2024-07-03,36
WP0739,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2025-06-09,36
WP1102,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2025-08-02,36
WP1110,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,2026-06-12,36
WP1112,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE. LTD.,2025-12-01,36
PT9653,The Montessori Playroom Kindergarten,2024-03-17,36
RC0600,THE MORAL CHILDCARE CENTRE,2025-11-08,36
RC1752,THE MORAL CHILDCARE CENTRE,2025-08-03,36
PT9472,THE ORANGE ACADEMY (TAMPINES) PTE LTD,2023-08-01,36
PT9895,THE ORANGE ACADEMY (TAMPINES) PTE LTD,2025-04-01,24
PT9470,THE ORANGE ACADEMY (YISHUN) PTE LTD,2026-07-12,36
PT9285,THE ORANGE ACADEMY PTE. LTD.,2024-07-20,36
PT8666,THE ORANGE TREE (CCK) PTE. LTD.,2025-01-03,36
PT9911,The Orange Tree (RV) Pte Ltd,2025-09-16,24
PT8707,The Schoolhouse Alexandra,2025-01-18,36
PT8820,The Schoolhouse Aroozoo,2026-04-29,36
PT1800,The Schoolhouse Buckley,2024-02-10,36
PT8736,The Schoolhouse Dover,2025-09-14,36
PT8040,The Schoolhouse Gentle Road,2024-08-17,36
PT8388,The Schoolhouse Katong,2024-03-01,36
PT9151,The Schoolhouse Kovan,2026-06-02,36
PT9926,The Schoolhouse Kovan 2,2026-04-14,24
PT8374,The Schoolhouse Mount Emily,2024-07-21,36
PT9933,THE SCHOOLHOUSE PUNGGOL DIGITAL DISTRICT,2025-10-01,12
PT5170,The Schoolhouse Ridgewood,2024-02-01,36
PT8737,The Schoolhouse River Valley,2024-12-12,36
PT8933,The Schoolhouse Sembawang (Sembawang Country Club),2024-04-04,36
PT9366,The Schoolhouse West Coast,2025-06-05,36
PT8915,The Starry Way Preschool,2026-02-01,24
PT9526,Tinkerland @ CCK,2025-02-11,24
PT8976,Tinkerland @ Tanah Merah,2024-09-01,36
PT8642,Tinkerland @ Yunnan,2025-02-01,36
PT9776,Toa Payoh Methodist Preschool,2025-04-01,24
PT4520,TOTS TOWN PRESCHOOL @ SEMBAWANG,2024-04-01,36
RC1832,TPBC KINDERGARTEN,2023-10-09,36
PT9707,Trehaus Pte Ltd,2024-10-01,36
RC1887,TUNG LING PRESCHOOL,2023-11-20,36
PT9197,TWINKLEKIDZ @ BENDEMEER PTE. LTD.,2023-11-01,36
PT8907,TWINKLEKIDZ ACADEMY PTE. LTD.,2024-01-02,36
PT8651,Twinklekidz International Schoolhouse Pte Ltd,2025-03-01,36
PT9107,TWINKLEKIDZ PLAYHOUSE PTE. LTD.,2026-02-09,12
RC1769,Tzu Chi Great Love Preschool (Sengkang),2025-06-23,36
RC1898,Tzu Chi Great Love Preschool (Toa Payoh),2025-04-17,36
RC1759,Tzu Chi Great Love Preschool (Yishun),2025-04-01,36
PT9517,UNITED WORLD PRESCHOOL PTE. LTD.,2024-01-02,36
RC1770,WAT PATTHAR EDUCARE CENTRE,2023-07-30,36
PT9446,WCHESTER PRESCHOOLERS PTE LTD,2024-04-02,36
PT9167,WHARTON EASTCOAST PTE. LTD.,2023-08-01,36
PT9906,Wharton Preschool @ Admiralty,2025-07-17,24
PT8877,WHARTON PRESCHOOL PTE. LTD.,2024-09-01,36
PT9924,Whistle Woods Schoolhouse,2026-05-01,24
PT9221,WHIZ KIDS MONTESSORI @HOUGANG PTE LTD,2025-01-01,36
PT9941,Willow Nursery,2025-12-17,12
PT9779,WISDOM STAR PRESCHOOL @ LE QUEST PTE LTD,2026-01-29,12
PT8522,Wonder Yard Schoolhouse,2024-04-14,36
PT8072,YASMINE @ FRANKEL EARLY LEARNING CENTRE,2026-05-01,6
PT9874,YORK INFANT RIVER VALLEY,2024-09-25,24
PT9721,York International River Valley,2024-10-12,36
PT8622,YUQUAN PRESCHOOL @GUILLEMARD,2025-10-30,12
PT8673,ZEE JUNIORS,2025-06-26,36
PT9281,Zee Learning Cove,2024-07-04,36
PT8584,ZEE SCHOOLHOUSE PTE LTD,2026-03-10,36
RC1866,ZION BISHAN KINDERCARE LTD,2025-01-01,36
PT9607,ZULFA KINDERGARTEN @ CHOA CHU KANG PTE LTD,2024-09-17,36
PT9603,ZULFA KINDERGARTEN @ JURONG WEST,2023-10-24,36
PT9606,ZULFA KINDERGARTEN @ PASIR RIS PTE LTD,2025-08-22,12
PT9605,ZULFA KINDERGARTEN @ SEMBAWANG MART PTE LTD,2023-11-13,36
